time/fps,time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/learning_rate,train/entropy_loss,train/value_loss,train/loss,train/explained_variance,train/clip_fraction,shield/transition_timestep,shield/ignore_prob,shield/stage
6180,49152,0.43186110258102417,1,167.63,7,,,,,,,,,,,,,
5068,98304,0.4789167046546936,2,131.95,19,10,-0.005188945953038152,0.2,0.014401791,0.0003,-1.9330221323296428,0.006641955489612883,-0.0011987388134002686,-0.03228592872619629,0.076361083984375,,,
4757,147456,0.5102499723434448,3,99.36,30,20,-0.006134068464780285,0.2,0.014585316,0.0003,-1.890348760659496,0.008796511424103906,0.0036366432905197144,0.5072981119155884,0.07398478190104167,,,
4617,196608,0.5698055624961853,4,109.81,42,30,-0.0078075625468045475,0.2,0.011475481,0.0003,-1.8445954245204728,0.010679502006920909,-0.014138509519398212,0.6224746704101562,0.10295003255208333,,,
4519,245760,0.6422777771949768,5,86.28,54,40,-0.010052671060596671,0.2,0.013071421,0.0003,-1.7783120749518275,0.011363566910101023,0.0003669513389468193,0.6517143249511719,0.12681477864583332,,,
4449,294912,0.681222140789032,6,70.46,66,50,-0.007909418891358655,0.2,0.0107716,0.0003,-1.7053612299263476,0.01280554418626707,-0.006458311341702938,0.6656055450439453,0.10721638997395834,,,
4393,344064,0.680972158908844,7,66.96,78,60,-0.008596436308107514,0.2,0.0106360605,0.0003,-1.61702819801867,0.012736417063085053,0.0036138780415058136,0.6693482398986816,0.11372884114583333,,,
4349,393216,0.6873056888580322,8,58.35,90,70,-0.007337335047062273,0.2,0.010499771,0.0003,-1.5314322343096136,0.012734026379863888,0.0024616308510303497,0.6357609033584595,0.10549519856770834,,,
4303,442368,0.7097500562667847,9,56.12,102,80,-0.006988735930675224,0.2,0.010713771,0.0003,-1.4524997542922695,0.011413291583206349,0.0014729262329638004,0.6416406035423279,0.10546671549479167,,,
4257,491520,0.7232221961021423,10,54.63,115,90,-0.005467922691968852,0.2,0.009697021,0.0003,-1.3514239344745875,0.011682831948564853,-0.004313142504543066,0.6299560070037842,0.094512939453125,,,
4139,540672,0.6945834159851074,11,47.61,130,100,-0.0046986307732974335,0.2,0.008040923,0.0003,-1.2651738264908394,0.011028448247816413,-0.0012332899495959282,0.5972045063972473,0.082635498046875,,,
4114,589824,0.7255833148956299,12,44.35,143,110,-0.003916654862102102,0.2,0.007560445,0.0003,-1.1879167278607687,0.011193723157581796,-0.00284507405012846,0.5904229879379272,0.08150431315104166,,,
4105,638976,0.7543610334396362,13,51.5,155,120,-0.003752640642718082,0.2,0.0066395807,0.0003,-1.1414870485663413,0.011411877651213823,0.005372439511120319,0.5705817937850952,0.07391764322916666,,,
4096,688128,0.7372221946716309,14,46.63,167,130,-0.0035453488199588415,0.2,0.007430035,0.0003,-1.091205535766979,0.010671330420397378,-0.006722738035023212,0.5691666603088379,0.07897135416666666,,,
4090,737280,0.7362222075462341,15,42.8,180,140,-0.0023922931408378646,0.2,0.005973915,0.0003,-1.0561396322523555,0.011342606183461612,0.0016386490315198898,0.5380769968032837,0.06268717447916666,,,
4083,786432,0.7324444651603699,16,44.37,192,150,-0.003566332424270513,0.2,0.0067337803,0.0003,-1.0123685696472724,0.011112265637590706,0.0031768102198839188,0.5586507320404053,0.07184244791666666,,,
4075,835584,0.7353611588478088,17,43.69,205,160,-0.002165786182407222,0.2,0.0053876373,0.0003,-0.9591570226165156,0.010373755677574082,0.008572735823690891,0.5344943404197693,0.06075642903645833,,,
4069,884736,0.7533609867095947,18,43.88,217,170,-0.0024989063737545316,0.2,0.005703363,0.0003,-0.9343833169278999,0.010791722300685555,0.003573089838027954,0.5496172904968262,0.05871378580729167,,,
4065,933888,0.723277747631073,19,40.63,229,180,-0.0021070725759879377,0.2,0.005547779,0.0003,-0.9119125489766399,0.010877205520713081,0.005074610002338886,0.5262306928634644,0.055816650390625,,,
4010,983040,0.7467500567436218,20,42.66,245,190,-0.0027102349161092815,0.2,0.006216423,0.0003,-0.8696746114951869,0.010970289484976092,0.006798458285629749,0.5212204456329346,0.06578572591145833,,,
3961,1032192,0.7620001435279846,21,41.09,260,200,-0.0024285945103959725,0.2,0.005667316,0.0003,-0.8352049235254526,0.01073645988338588,0.006623068358749151,0.526761531829834,0.06402180989583334,1000008,0.2,0
3959,1081344,0.7552222609519958,22,42.96,273,210,-0.002039966379440254,0.2,0.005281864,0.0003,-0.8340779665236672,0.010734599723703771,-0.007484216243028641,0.5152342319488525,0.057232666015625,,,
3957,1130496,0.7026944756507874,23,41.33,285,220,-0.002045605254473533,0.2,0.0055566994,0.0003,-0.8090475918725133,0.010557485581375658,0.0075761363841593266,0.5185253024101257,0.05456746419270833,,,
3950,1179648,0.7997500896453857,24,44.35,298,230,-0.0017759078941404975,0.2,0.004980345,0.0003,-0.7941873136286934,0.010464939953089924,-0.0054018874652683735,0.5285265445709229,0.05340983072916667,,,
3944,1228800,0.7343611121177673,25,43.64,311,240,-0.0019293397752335295,0.2,0.005321073,0.0003,-0.7834048291357855,0.010976025100778013,0.020522993057966232,0.5186820030212402,0.050665283203125,,,
3938,1277952,0.7404999732971191,26,41.61,324,250,-0.0019063278092896023,0.2,0.0049797553,0.0003,-0.7804944694352647,0.01036796232413811,0.0025030113756656647,0.5283589363098145,0.04984334309895833,,,
3933,1327104,0.7016666531562805,27,38.87,337,260,-0.0023210331881273307,0.2,0.005244516,0.0003,-0.7629589109371105,0.010690708600304789,0.005546791013330221,0.5211911201477051,0.057297770182291666,,,
3931,1376256,0.7555000185966492,28,42.98,350,270,-0.001978924480196535,0.2,0.0050190752,0.0003,-0.7227473811246454,0.011724171926713704,0.000189218670129776,0.5111583471298218,0.04931437174479167,,,
3930,1425408,0.7492777109146118,29,41.87,362,280,-0.0014813407719884708,0.2,0.0044599255,0.0003,-0.7149707013120253,0.01069279947623727,0.00701953424140811,0.5237258672714233,0.047003173828125,,,
3929,1474560,0.7417222857475281,30,41.28,375,290,-0.002151302614159552,0.2,0.004706387,0.0003,-0.6967162428423762,0.01063582977585611,0.007040590513497591,0.5254921317100525,0.05130208333333333,,,
3928,1523712,0.7830833196640015,31,39.85,387,300,-0.002223645009811056,0.2,0.004672188,0.0003,-0.6803329504095018,0.01100314434588654,0.004694173578172922,0.4964325428009033,0.04930826822916667,,,
3928,1572864,0.7934722900390625,32,43.06,400,310,-0.001929829224961092,0.2,0.004495776,0.0003,-0.662904805286477,0.01093548323115101,-0.0050166454166173935,0.5157729983329773,0.050858561197916666,,,
3927,1622016,0.8142778873443604,33,42.85,412,320,-0.001241560772965992,0.2,0.004548008,0.0003,-0.6375205806146066,0.010008965207574268,0.0012796544469892979,0.5230584740638733,0.04110107421875,,,
3927,1671168,0.768833339214325,34,41.8,425,330,-0.001952655838916447,0.2,0.0049771103,0.0003,-0.6411958004968862,0.010757332788974358,0.009583566337823868,0.5218847990036011,0.048655192057291664,,,
3926,1720320,0.7746666669845581,35,39.69,438,340,-0.0016830762673028705,0.2,0.0041217045,0.0003,-0.6292381943203509,0.0102736237521943,-0.0026182271540164948,0.5272111296653748,0.045210774739583334,,,
3925,1769472,0.7243055105209351,36,37.69,450,350,-0.0013790397484626737,0.2,0.0043966346,0.0003,-0.6004542339903612,0.010914946385310032,0.002491758670657873,0.5126314163208008,0.03900146484375,,,
3924,1818624,0.7537499070167542,37,40.38,463,360,-0.001978598354071437,0.2,0.004116232,0.0003,-0.5987557601183653,0.010860215145172939,0.002097601303830743,0.5026804208755493,0.047495524088541664,,,
3924,1867776,0.7726666331291199,38,40.19,475,370,-0.0018441163203533506,0.2,0.0040645073,0.0003,-0.5863372531719506,0.01072816133237211,0.001494529191404581,0.5002835988998413,0.04231974283854167,,,
3923,1916928,0.7781665921211243,39,41.75,488,380,-0.002061724215491267,0.2,0.004103106,0.0003,-0.5800961861076455,0.011106165397116759,0.010924954898655415,0.4963284730911255,0.043365478515625,,,
3923,1966080,0.7974444627761841,40,38.29,501,390,-0.0019493085595361965,0.2,0.003932484,0.0003,-0.550296030084913,0.010802979401584404,0.008317658677697182,0.5060877799987793,0.04149983723958333,,,
3901,2015232,0.7656944990158081,41,43.08,516,400,-0.0016624994340115032,0.2,0.0038483152,0.0003,-0.534927783968548,0.01158387570976629,0.007640225347131491,0.4971221685409546,0.03930460611979167,2000016,0.4,1
3899,2064384,0.7664722204208374,42,38.73,529,410,-0.001287443122843494,0.2,0.0034036583,0.0003,-0.536955299290518,0.010291791647614446,0.004800364840775728,0.5187166929244995,0.036956787109375,,,
3897,2113536,0.7960278391838074,43,38.55,542,420,-0.0017828933482936312,0.2,0.0039004218,0.0003,-0.5331113713327795,0.011905393321649171,0.007025669328868389,0.5107026100158691,0.042765299479166664,,,
3894,2162688,0.7275832891464233,44,39.48,555,430,-0.0012831464709051944,0.2,0.0035507653,0.0003,-0.5198410596853743,0.011582624673853086,0.013120036572217941,0.5106496810913086,0.03610026041666667,,,
3890,2211840,0.7444443702697754,45,39.55,568,440,-0.001939819314975466,0.2,0.004050578,0.0003,-0.533121163615336,0.011306152315470778,0.009526137262582779,0.5107978582382202,0.040205891927083334,,,
3887,2260992,0.771277666091919,46,40.56,581,450,-0.0018277202550355772,0.2,0.003775455,0.0003,-0.5237866110323618,0.010785933084359082,0.007615502458065748,0.5024146437644958,0.04009195963541667,,,
3885,2310144,0.7290834188461304,47,38.63,594,460,-0.0016144731676225395,0.2,0.0037874014,0.0003,-0.5087480328356226,0.010444656006196358,0.012118756771087646,0.4984012246131897,0.03628946940104167,,,
3882,2359296,0.7917500138282776,48,40.08,607,470,-0.0018109168021813579,0.2,0.003736913,0.0003,-0.516030605059738,0.011708095489545182,-0.0005278307944536209,0.4975808262825012,0.03945515950520833,,,
3880,2408448,0.7760278582572937,49,39.31,620,480,-0.001657077813858147,0.2,0.0035809695,0.0003,-0.5036724375560879,0.010538966398113796,0.000302756205201149,0.5130947232246399,0.037247721354166666,,,
3878,2457600,0.8126943707466125,50,43.22,633,490,-0.0014195860085843984,0.2,0.003736952,0.0003,-0.5114228679488103,0.011650094028300372,5.192868411540985e-05,0.5080386996269226,0.03453369140625,,,
3878,2506752,0.7721388936042786,51,40.69,646,500,-0.0012724605187637887,0.2,0.0034891209,0.0003,-0.5067847179093709,0.010520471614048196,0.007074057124555111,0.5202100276947021,0.036236572265625,,,
3879,2555904,0.7195278406143188,52,38.23,658,510,-0.001844993175897495,0.2,0.0048873886,0.0003,-0.4997484907973558,0.01158611546222043,-6.490852683782578e-05,0.48717832565307617,0.040968831380208334,,,
3879,2605056,0.8156110644340515,53,41.75,671,520,-0.0013981004984998436,0.2,0.0038642585,0.0003,-0.4974945414500932,0.010884444099550214,0.0005568112246692181,0.5019747614860535,0.03460693359375,,,
3879,2654208,0.7666944861412048,54,42.57,684,530,-0.0017490113960472323,0.2,0.0042401855,0.0003,-0.5000707357035329,0.010464356666003975,-0.0046989815309643745,0.513141393661499,0.037615966796875,,,
3880,2703360,0.692944347858429,55,41.26,696,540,-0.0026548729631031163,0.2,0.0043739546,0.0003,-0.4926882347712914,0.010476422417559661,-0.0003654113970696926,0.5125665664672852,0.047686767578125,,,
3880,2752512,0.7788056135177612,56,41.24,709,550,-0.0017032321595858472,0.2,0.0035673575,0.0003,-0.4839106770697981,0.010539161006454379,-0.0010170042514801025,0.5115622282028198,0.036090087890625,,,
3880,2801664,0.7541667222976685,57,40.14,721,560,-0.0018544459834326213,0.2,0.0038107883,0.0003,-0.4653791962812344,0.011316901681372353,0.004984185099601746,0.5045914649963379,0.03476155598958333,,,
3881,2850816,0.7292777895927429,58,38.48,734,570,-0.0020555528844852233,0.2,0.0041137976,0.0003,-0.465301686214904,0.010177238948381273,0.004259806126356125,0.5172790288925171,0.03934122721354167,,,
3881,2899968,0.7406389713287354,59,38.18,747,580,-0.0019359476355020888,0.2,0.009398938,0.0003,-0.4739940390146027,0.011591715589020168,0.0033986829221248627,0.5081173777580261,0.038252766927083334,,,
3881,2949120,0.7592499256134033,60,37.91,759,590,-0.0019296120311992127,0.2,0.0032406654,0.0003,-0.4789374381459008,0.010617137087441128,0.005098752211779356,0.5250915288925171,0.03603922526041667,,,
3881,2998272,0.7432500720024109,61,40.56,772,600,-0.0015991556512138536,0.2,0.00299637,0.0003,-0.4703575745380173,0.010280704482283909,0.0037029078230261803,0.5159556865692139,0.03317667643229167,,,
3866,3047424,0.7758055925369263,62,39.77,788,610,-0.0015345024161433686,0.2,0.0034952043,0.0003,-0.4572674560515831,0.011009475434548222,0.006831159349530935,0.5111830234527588,0.03265380859375,3000000,0.6,2
3867,3096576,0.6892499327659607,63,41.97,800,620,-0.0015397524328970272,0.2,0.003441941,0.0003,-0.44296020423062143,0.011376046863248727,0.002356689888983965,0.5091627836227417,0.030653889973958334,,,
3867,3145728,0.7365833520889282,64,39.14,813,630,-0.0015775446359536241,0.2,0.0029589075,0.0003,-0.441752172432219,0.010753971857290405,0.007797332014888525,0.5132339000701904,0.03283894856770833,,,
3868,3194880,0.7471945285797119,65,43.19,825,640,-0.0014067021991650108,0.2,0.0029526378,0.0003,-0.4195211716927588,0.011190207888527462,0.0045671300031244755,0.5103873014450073,0.02904052734375,,,
3868,3244032,0.7229167222976685,66,40.97,838,650,-0.00137475818561749,0.2,0.0031387843,0.0003,-0.4189761738758534,0.010540632218544487,-0.0022714082151651382,0.5253280997276306,0.029644775390625,,,
3868,3293184,0.6941111087799072,67,38.01,851,660,-0.001527084835227773,0.2,0.0028087988,0.0003,-0.42608871455304326,0.012257518458742804,0.00820066500455141,0.5004916191101074,0.030564371744791666,,,
3869,3342336,0.8053888082504272,68,42.63,863,670,-0.001472525020744797,0.2,0.0031885554,0.0003,-0.4139695996263375,0.011464194048555025,-0.0006781998090445995,0.5113728046417236,0.030686442057291666,,,
3869,3391488,0.7116944789886475,69,37.46,876,680,-0.0014637608189635406,0.2,0.003020224,0.0003,-0.42097629751078786,0.010627927301053811,0.005380558781325817,0.49838048219680786,0.029720052083333334,,,
3869,3440640,0.7855278253555298,70,42.83,889,690,-0.001769529500961653,0.2,0.0032185996,0.0003,-0.41922475225292144,0.010075316828685269,0.007251282222568989,0.5170557498931885,0.030159505208333333,,,
3870,3489792,0.7958889007568359,71,41.76,901,700,-0.0019276176219136687,0.2,0.0042042327,0.0003,-0.4207824270706624,0.011082312622359798,-0.006390027701854706,0.5003232359886169,0.033951822916666666,,,
3869,3538944,0.7862777709960938,72,38.52,914,710,-0.0017155991181728798,0.2,0.0036381613,0.0003,-0.41970252015938364,0.010916818473197054,0.0052263857796788216,0.5084390640258789,0.030885823567708335,,,
3870,3588096,0.7422221899032593,73,41.35,927,720,-0.0013628888080347678,0.2,0.0033054685,0.0003,-0.4138663909087578,0.010486399292130955,0.00372224859893322,0.5130434036254883,0.02939453125,,,
3870,3637248,0.7585833072662354,74,41.59,939,730,-0.0024712368465770853,0.2,0.005547373,0.0003,-0.42006275813716154,0.010760730715992395,-0.0011480944231152534,0.49661463499069214,0.035506184895833334,,,
3870,3686400,0.7323610782623291,75,37.56,952,740,-0.0016783463904782062,0.2,0.003356358,0.0003,-0.4172724334678302,0.010768239108923201,0.011788108386099339,0.5077853202819824,0.03072509765625,,,
3869,3735552,0.6929721832275391,76,38.84,965,750,-0.0013875907034768412,0.2,0.0027668048,0.0003,-0.4252537800464779,0.011564953020812634,0.0013659917749464512,0.5161828994750977,0.028363037109375,,,
3869,3784704,0.8233335018157959,77,42.73,978,760,-0.0015313039807854996,0.2,0.003037669,0.0003,-0.42944117688263456,0.011384411567511658,0.0027690203860402107,0.5136494636535645,0.029050699869791665,,,
3868,3833856,0.7228889465332031,78,41.72,991,770,-0.0018047715663366641,0.2,0.0034541804,0.0003,-0.4284890238350878,0.01111340751182676,-0.0022890930995345116,0.5114116668701172,0.0306396484375,,,
3867,3883008,0.7866110801696777,79,42.16,1003,780,-0.0014714726858680175,0.2,0.0029927231,0.0003,-0.43421367917520304,0.010829529922193614,-0.0036694598384201527,0.5060861110687256,0.029477945963541665,,,
3867,3932160,0.7428611516952515,80,40.13,1016,790,-0.0018918926863989328,0.2,0.0030438157,0.0003,-0.43221301487646996,0.01129676395066781,0.008797642774879932,0.4989362955093384,0.031304931640625,,,
3866,3981312,0.785611093044281,81,39.0,1029,800,-0.0014443298841797514,0.2,0.002771905,0.0003,-0.42866402816337845,0.010852047839095273,0.007257015444338322,0.5159275531768799,0.025813802083333334,,,
3855,4030464,0.7121110558509827,82,37.14,1045,810,-0.0019364153523686886,0.2,0.0031002716,0.0003,-0.4345276072000464,0.011330159878222426,0.008636660873889923,0.4953550100326538,0.03243815104166667,4000008,0.8,3
3855,4079616,0.81208336353302,83,43.1,1058,820,-0.0012970297460621319,0.2,0.0025203135,0.0003,-0.42818715373675026,0.01090498348858091,0.0029778063762933016,0.5005608797073364,0.024405924479166667,,,
3855,4128768,0.6929166913032532,84,40.94,1070,830,-0.0017634506993393492,0.2,0.0029314386,0.0003,-0.4198988736451914,0.01076566540117104,0.005172692704945803,0.5130746364593506,0.029443359375,,,
3856,4177920,0.7879167795181274,85,41.64,1083,840,-0.0017714000809064601,0.2,0.0031321067,0.0003,-0.40905215639310577,0.011702179336134577,0.0025566727854311466,0.5004593133926392,0.0294921875,,,
3856,4227072,0.7403610944747925,86,41.41,1096,850,-0.0017585456581703815,0.2,0.0030089645,0.0003,-0.4044021606290092,0.011087344235905523,0.01077282428741455,0.50834059715271,0.026263427734375,,,
3856,4276224,0.7791110873222351,87,41.9,1108,860,-0.001860058558243812,0.2,0.00331188,0.0003,-0.40043092019235094,0.011198783166279706,-0.0009763548150658607,0.5154069066047668,0.02781982421875,,,
3857,4325376,0.7515833377838135,88,41.08,1121,870,-0.0014782663578444045,0.2,0.0033354864,0.0003,-0.40002786261029544,0.011389855694384702,0.0004812716506421566,0.5034667253494263,0.02906494140625,,,
3857,4374528,0.8314722180366516,89,39.75,1133,880,-0.001177177681165631,0.2,0.0023927556,0.0003,-0.386903584205235,0.011593595348191836,0.0033838809467852116,0.515552282333374,0.024357096354166666,,,
3858,4423680,0.7887499928474426,90,41.59,1146,890,-0.0016213251137135861,0.2,0.0030561488,0.0003,-0.39495604593927663,0.01080121416283267,0.004613583907485008,0.5215843915939331,0.027142333984375,,,
3858,4472832,0.7531944513320923,91,39.7,1159,900,-0.0016851616297572035,0.2,0.0030051488,0.0003,-0.39035474626968303,0.01076396455706951,0.0020650732330977917,0.5000292062759399,0.02679443359375,,,
3858,4521984,0.7349720597267151,92,40.22,1171,910,-0.00162451096263491,0.2,0.0027590506,0.0003,-0.3955135789544632,0.010995244701674286,-0.004380539525300264,0.49042582511901855,0.02705078125,,,
3857,4571136,0.7560833096504211,93,38.45,1184,920,-0.0017469108024063948,0.2,0.0033671006,0.0003,-0.39433791195042434,0.012435722062218702,0.010570080950856209,0.49125760793685913,0.029701741536458333,,,
3857,4620288,0.7346943616867065,94,36.18,1197,930,-0.0016701128231943585,0.2,0.002948453,0.0003,-0.39118856446196637,0.011288229472847888,0.0013757734559476376,0.5116580724716187,0.026991780598958334,,,
3856,4669440,0.7718333601951599,95,40.51,1210,940,-0.0013797392646059355,0.2,0.002617699,0.0003,-0.3894247831311077,0.011448611074350386,0.0046159992925822735,0.4976246953010559,0.025887044270833333,,,
3855,4718592,0.7137777805328369,96,40.06,1223,950,-0.0017091985641551825,0.2,0.0031545137,0.0003,-0.3905231500354906,0.010866929987241748,0.005988685414195061,0.5154706239700317,0.026198323567708334,,,
3856,4767744,0.7388333678245544,97,38.22,1236,960,-0.0019782507964919206,0.2,0.003476356,0.0003,-0.3818600215173016,0.011276734607721058,0.0009456295520067215,0.5028271675109863,0.029534912109375,,,
3856,4816896,0.7800555229187012,98,40.88,1248,970,-0.001698922177517185,0.2,0.0025496169,0.0003,-0.38188689632030826,0.010637840781904136,0.010111179202795029,0.5178712010383606,0.027714029947916666,,,
3857,4866048,0.7066944241523743,99,40.7,1261,980,-0.001694241939943216,0.2,0.0026377242,0.0003,-0.3922310198501994,0.011393879662258162,-0.0002672378905117512,0.5130339860916138,0.027158610026041665,,,
3857,4915200,0.7786388993263245,100,41.58,1274,990,-0.001321033516614989,0.2,0.0027248084,0.0003,-0.3882941129306952,0.011607591756182955,0.007716171443462372,0.513390839099884,0.024680582682291667,,,
3858,4964352,0.7565277218818665,101,38.67,1286,1000,-0.00173472068393797,0.2,0.0026093002,0.0003,-0.3824522082693875,0.010968328594026388,0.004132810980081558,0.5160201787948608,0.028019205729166666,,,
3850,5013504,0.7774443626403809,102,41.65,1302,1010,-0.0016652225199626021,0.2,0.0029691502,0.0003,-0.3761692058760673,0.010249597700264228,0.01034025102853775,0.5277554988861084,0.027549235026041667,,,
