shield/transition_timestep,time/iterations,rollout/ep_rew_mean,shield/stage,shield/ignore_prob,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/loss,train/entropy_loss,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/value_loss,train/n_updates,train/approx_kl
15312,1,0.4087499976158142,2,0.3,49152,6145,7,145.6,,,,,,,,,,
,2,0.43591663241386414,,,98304,5026,19,142.59,0.0019760518334805965,-1.9330771412079533,0.069476318359375,-0.004899024963378906,-0.0056588161611216495,0.2,0.0003,0.006827301405064645,10,0.014191025
,3,0.5864999890327454,,,147456,4745,31,105.66,-0.005726160481572151,-1.8927257989843687,0.06786295572916666,0.5215916633605957,-0.005699992795689468,0.2,0.0003,0.008511739491465657,20,0.012657725
183192,4,0.5941944718360901,3,0.5,196608,4636,42,110.45,0.004569856449961662,-1.8527390071501335,0.09880574544270833,0.6093188524246216,-0.008128529515973544,0.2,0.0003,0.01046967442962341,30,0.011325012
,5,0.5330278277397156,,,245760,4551,54,73.8,-0.0017518806271255016,-1.7923886257534225,0.11922200520833333,0.6378567218780518,-0.009318594633623434,0.2,0.0003,0.012127481446077582,40,0.012121435
,6,0.6372500061988831,,,294912,4461,66,69.71,-0.002297511324286461,-1.7162943926329415,0.114178466796875,0.6517277956008911,-0.00862238584716882,0.2,0.0003,0.012853617950167973,50,0.012268401
,7,0.7119167447090149,,,344064,4399,78,70.24,-0.014206637628376484,-1.6289351688077052,0.11995035807291667,0.6644966006278992,-0.009062386715959292,0.2,0.0003,0.012675512094574515,60,0.011974961
354672,8,0.6834444999694824,4,0.7,393216,4349,90,58.68,-0.010797882452607155,-1.5409735173607866,0.11941731770833333,0.65079265832901,-0.008454723963131983,0.2,0.0003,0.01257949758679994,70,0.011083138
,9,0.6936111450195312,,,442368,4314,102,48.45,-0.01243547908961773,-1.4334693931664029,0.106182861328125,0.6453077793121338,-0.0061184857844637005,0.2,0.0003,0.011508991259809894,80,0.010428187
,10,0.7517778277397156,,,491520,4284,114,50.93,-0.0031669167801737785,-1.340290062315762,0.09954833984375,0.6198139786720276,-0.005628572474173173,0.2,0.0003,0.01146964292396054,90,0.009418859
,11,0.699999988079071,,,540672,4168,129,46.02,0.004368259105831385,-1.247710516365866,0.084173583984375,0.6058962941169739,-0.004368933419027598,0.2,0.0003,0.011019860172867386,100,0.0076404144
,12,0.7106388807296753,,,589824,4141,142,45.2,-0.0012814952060580254,-1.1908002120132248,0.07901204427083333,0.5837295651435852,-0.0036031272533970575,0.2,0.0003,0.011428031420412784,110,0.007683491
,13,0.7480833530426025,,,638976,4117,155,44.98,-0.0032745790667831898,-1.118217502720654,0.06439208984375,0.5569457411766052,-0.002476459664042826,0.2,0.0003,0.011364354629282996,120,0.006098459
,14,0.7424721717834473,,,688128,4096,167,44.65,-0.005361166317015886,-1.0580276725503306,0.06508992513020834,0.5532075762748718,-0.002657548484845999,0.2,0.0003,0.011366013682466777,130,0.00641322
,15,0.7556388974189758,,,737280,4090,180,46.19,0.00851848442107439,-1.0087085834083458,0.06300252278645833,0.5473971366882324,-0.0022193803523502236,0.2,0.0003,0.011965487303435414,140,0.0057133506
,16,0.7441667318344116,,,786432,4084,192,41.07,0.005670920945703983,-0.9779190664179623,0.05867919921875,0.5488424301147461,-0.0022173441083699194,0.2,0.0003,0.01076350909449199,150,0.005932449
,17,0.7027499675750732,,,835584,4080,204,41.68,0.004669993184506893,-0.9444869184556107,0.06641438802083334,0.5404725074768066,-0.002788674005266027,0.2,0.0003,0.010500706735183486,160,0.006176433
,18,0.8074721693992615,,,884736,4076,217,44.91,0.002971466165035963,-0.9199977363459766,0.05926310221354167,0.5386437177658081,-0.0021289312010291423,0.2,0.0003,0.010641737363039283,170,0.005701702
,19,0.7624443769454956,,,933888,4063,229,47.97,-0.0076138172298669815,-0.890965764472882,0.06006062825520833,0.5321592092514038,-0.002394623353939096,0.2,0.0003,0.011090654086001451,180,0.0056339777
,20,0.7654721736907959,,,983040,4005,245,43.03,0.0014273850247263908,-0.8642663563601672,0.05699869791666667,0.5456435680389404,-0.0020922122167879326,0.2,0.0003,0.010624445287733882,190,0.0056584105
,21,0.7596111297607422,,,1032192,3957,260,44.96,0.005883820820599794,-0.839472230989486,0.055074055989583336,0.5456129312515259,-0.0024421095830499933,0.2,0.0003,0.010524693681994298,200,0.004952489
,22,0.7133889198303223,,,1081344,3954,273,40.36,0.00484341150149703,-0.8041122254294654,0.044952392578125,0.5298173427581787,-0.0014659059420713068,0.2,0.0003,0.010251222411413134,210,0.004761365
,23,0.7532499432563782,,,1130496,3952,285,44.37,0.0043186298571527,-0.777420593239367,0.048529052734375,0.5113401412963867,-0.0016826065995701356,0.2,0.0003,0.012055422085541067,220,0.005183732
,24,0.781416654586792,,,1179648,3951,298,43.76,0.011618319898843765,-0.7670705622062087,0.049058024088541666,0.5197674036026001,-0.001881471893223837,0.2,0.0003,0.01093376466136154,230,0.0051713376
,25,0.7634721994400024,,,1228800,3949,311,43.26,-0.003604678902775049,-0.7454795324243605,0.04658203125,0.5172783136367798,-0.002054445451176434,0.2,0.0003,0.010326153412461282,240,0.0048485436
,26,0.7982223033905029,,,1277952,3948,323,41.18,0.008322572335600853,-0.7201067472187181,0.04627278645833333,0.5079594254493713,-0.0019053894147267178,0.2,0.0003,0.010872648508666316,250,0.00420222
,27,0.7189445495605469,,,1327104,3947,336,39.33,-0.0007683136500418186,-0.6994431363729139,0.04126180013020833,0.5196812748908997,-0.0015633810939713537,0.2,0.0003,0.009892117510025856,260,0.0044533317
,28,0.7581111788749695,,,1376256,3946,348,43.3,0.009346885606646538,-0.688059629748265,0.04766642252604167,0.5250082015991211,-0.0019125248478303546,0.2,0.0003,0.010244751084489205,270,0.0047074067
,29,0.7648611664772034,,,1425408,3945,361,42.77,0.003381582675501704,-0.6854552023112774,0.04612019856770833,0.5164508819580078,-0.0018725838498539816,0.2,0.0003,0.011250467153877253,280,0.0046647373
,30,0.7804722785949707,,,1474560,3944,373,44.45,-0.005419442430138588,-0.6645178195089102,0.050364176432291664,0.5097463130950928,-0.0024424631438099216,0.2,0.0003,0.010855122984018332,290,0.0055013676
1508976,31,0.7813888788223267,5,1.0,1523712,3944,386,40.4,0.015766575932502747,-0.6487552306304375,0.04167887369791667,0.5203118324279785,-0.00165224689256623,0.2,0.0003,0.010174664396132963,300,0.004741233
,32,0.8429443836212158,,,1572864,3944,398,43.15,0.006190464366227388,-0.6186282445366184,0.048417154947916666,0.5061292052268982,-0.0020060525196337648,0.2,0.0003,0.011139500368153676,310,0.0048022447
,33,0.7430556416511536,,,1622016,3944,411,40.52,0.0005846149288117886,-0.6136104488745332,0.03656209309895833,0.5113656520843506,-0.0013380328950612845,0.2,0.0003,0.011086848178335156,320,0.0034614417
,34,0.7516666650772095,,,1671168,3944,423,40.8,0.0021470477804541588,-0.607662834537526,0.041392008463541664,0.5006638765335083,-0.0015484597181966819,0.2,0.0003,0.011865938148548593,330,0.004296556
,35,0.7422221899032593,,,1720320,3944,436,37.3,0.0006550936959683895,-0.6026456326867143,0.04202677408854167,0.5122218728065491,-0.0019452418798512857,0.2,0.0003,0.01075329544522295,340,0.004676591
,36,0.828166663646698,,,1769472,3943,448,44.49,-0.003071380779147148,-0.592419413694491,0.04318644205729167,0.5019932389259338,-0.0019344044570364833,0.2,0.0003,0.010940489463488726,350,0.004637197
,37,0.8014167547225952,,,1818624,3942,461,44.01,-7.149390876293182e-05,-0.6057253673051795,0.04358317057291667,0.49774783849716187,-0.0018947857481180109,0.2,0.0003,0.011081324254822297,360,0.004063641
,38,0.7584999799728394,,,1867776,3941,473,41.55,0.007021056488156319,-0.5909320077548424,0.043621826171875,0.5115879774093628,-0.0018018320452635331,0.2,0.0003,0.009791161740577082,370,0.004492457
,39,0.7764444947242737,,,1916928,3941,486,42.53,0.012082213535904884,-0.5861954687784116,0.038116455078125,0.4990638494491577,-0.0015073820109440324,0.2,0.0003,0.010738229500808908,380,0.004034729
,40,0.7593333721160889,,,1966080,3940,498,45.84,0.002513508778065443,-0.5801897710810106,0.040399169921875,0.511553168296814,-0.0015339946237266607,0.2,0.0003,0.01118557660714335,390,0.0039967014
,41,0.7840833067893982,,,2015232,3919,514,42.95,0.011916598305106163,-0.5768895597507556,0.03557535807291667,0.5119609832763672,-0.0014232674238276862,0.2,0.0003,0.010801541506468008,400,0.0038071342
,42,0.730388879776001,,,2064384,3919,526,41.86,0.002292908262461424,-0.5521798610842477,0.04137980143229167,0.5227792263031006,-0.0019239373950767913,0.2,0.0003,0.011035331853296764,410,0.0045603304
,43,0.809166669845581,,,2113536,3918,539,40.84,-0.00201280415058136,-0.5379418500078221,0.03766276041666667,0.5100576877593994,-0.0018323459330228313,0.2,0.0003,0.01057209719462359,420,0.003861893
,44,0.7758888006210327,,,2162688,3919,551,42.32,0.005630434025079012,-0.5285970287863165,0.03168538411458333,0.5198031663894653,-0.0011964081286654012,0.2,0.0003,0.010337133472785354,430,0.0032471893
,45,0.7133334279060364,,,2211840,3918,564,41.01,0.002783738076686859,-0.5039797094495346,0.03748779296875,0.522424578666687,-0.0019265071188177294,0.2,0.0003,0.010003478540602373,440,0.0043857847
,46,0.790138840675354,,,2260992,3918,576,40.6,0.013456935063004494,-0.4956867300439626,0.03266194661458333,0.5221751928329468,-0.001387276850194515,0.2,0.0003,0.010574198180014113,450,0.0033537627
,47,0.7590832710266113,,,2310144,3918,589,38.14,0.009762590751051903,-0.4882515985673914,0.03390909830729167,0.5063831806182861,-0.0016765561632079576,0.2,0.0003,0.010859674839108872,460,0.004223066
,48,0.7918610572814941,,,2359296,3918,602,40.08,0.005880587734282017,-0.49184951942103605,0.03344930013020833,0.4960102438926697,-0.0014202257601937164,0.2,0.0003,0.010857953787732792,470,0.0035355743
,49,0.7477778792381287,,,2408448,3917,614,42.19,0.007423143368214369,-0.4878088465426117,0.03226114908854167,0.5058006048202515,-0.0014079015345487278,0.2,0.0003,0.01067351113112333,480,0.0033542688
,50,0.7254444360733032,,,2457600,3917,627,39.12,0.002634212374687195,-0.47249922387612364,0.029368082682291668,0.5002956390380859,-0.0014071255921104845,0.2,0.0003,0.011098798676054381,490,0.002640263
,51,0.8085833191871643,,,2506752,3917,639,41.87,0.00986847747117281,-0.4706340251180033,0.031215413411458334,0.5207293629646301,-0.0016639722867087888,0.2,0.0003,0.010975755368175062,500,0.002659144
,52,0.7278889417648315,,,2555904,3917,652,42.81,0.0058123888447880745,-0.4583300187252462,0.033036295572916666,0.5126889944076538,-0.0015155843208655522,0.2,0.0003,0.009759770697079754,510,0.0032987061
,53,0.7450833916664124,,,2605056,3917,665,39.84,0.005665959324687719,-0.45315840382439393,0.028365071614583334,0.500841498374939,-0.001293936060725779,0.2,0.0003,0.011342440162601027,520,0.002939729
,54,0.7388888597488403,,,2654208,3917,677,42.69,-0.004433680325746536,-0.45738995815627276,0.030830891927083333,0.5035649538040161,-0.001778644503125785,0.2,0.0003,0.01106954141020348,530,0.0034968278
,55,0.7694723010063171,,,2703360,3916,690,41.52,0.0032615037634968758,-0.45081487760568656,0.03195597330729167,0.5046271085739136,-0.001816323653171518,0.2,0.0003,0.010380714690351548,540,0.0032351324
,56,0.7793889045715332,,,2752512,3916,702,41.68,0.005520819686353207,-0.44533658631456396,0.029128011067708334,0.5233584046363831,-0.0013643635108868087,0.2,0.0003,0.009764601126759469,550,0.0030039481
,57,0.7787778377532959,,,2801664,3916,715,41.55,0.004128066822886467,-0.44690771933334567,0.032391357421875,0.5020615458488464,-0.0017887481987296876,0.2,0.0003,0.010676371350079232,560,0.0036124934
,58,0.7522498965263367,,,2850816,3916,727,40.22,-0.0028041843324899673,-0.43887572979244094,0.028275553385416666,0.519244909286499,-0.0015611346051931227,0.2,0.0003,0.0103256249819727,570,0.0030209373
,59,0.7600833773612976,,,2899968,3916,740,41.15,0.0030733407475054264,-0.44303009859286246,0.030686442057291666,0.48777592182159424,-0.0018522300761105726,0.2,0.0003,0.011490464720069819,580,0.003827694
,60,0.7908609509468079,,,2949120,3915,753,40.18,0.007301816251128912,-0.4497932022437453,0.03411661783854167,0.5070858001708984,-0.0017135858166511752,0.2,0.0003,0.011532339957921068,590,0.0035064165
,61,0.7632777690887451,,,2998272,3915,765,40.19,0.007138465065509081,-0.45533536239527167,0.029097493489583334,0.5075089931488037,-0.001519060526273582,0.2,0.0003,0.010902540668272802,600,0.0028705664
,62,0.7480833530426025,,,3047424,3901,781,39.24,0.004519517999142408,-0.45154759536186856,0.028786214192708333,0.5116531848907471,-0.0015133339144085766,0.2,0.0003,0.011106604576586203,610,0.0031388595
,63,0.7715277671813965,,,3096576,3899,794,41.01,-0.00015347357839345932,-0.4520260232500732,0.0301513671875,0.49107348918914795,-0.0016747445040891761,0.2,0.0003,0.011323015225692264,620,0.0032035522
,64,0.7350000143051147,,,3145728,3897,807,40.04,0.0034430804662406445,-0.4491669286508113,0.032830810546875,0.5018523335456848,-0.0016574329639600668,0.2,0.0003,0.010817531056818552,630,0.0033130646
,65,0.7240000367164612,,,3194880,3897,819,36.52,-0.004620928782969713,-0.4405296681759258,0.027630615234375,0.5263489484786987,-0.001782277797065035,0.2,0.0003,0.009867036869400181,640,0.0033983903
,66,0.7940833568572998,,,3244032,3897,832,42.86,0.010782752186059952,-0.4220921718981117,0.028822835286458334,0.5089948177337646,-0.0012907721037360412,0.2,0.0003,0.010513363934054117,650,0.00302185
,67,0.7913610935211182,,,3293184,3898,844,40.19,0.0049116951413452625,-0.4312843528110534,0.03351643880208333,0.5187326669692993,-0.002057375897372064,0.2,0.0003,0.010013246219023131,660,0.0064446665
,68,0.7328888773918152,,,3342336,3898,857,41.28,0.003811486531049013,-0.4416673637150476,0.03257039388020833,0.5169819593429565,-0.002004400595251354,0.2,0.0003,0.010651172335929004,670,0.0029642573
,69,0.7360000610351562,,,3391488,3896,870,39.8,0.002568597439676523,-0.4224317130632699,0.031571451822916666,0.5032554864883423,-0.0018480903872235407,0.2,0.0003,0.011717368088526806,680,0.003065292
,70,0.771527886390686,,,3440640,3895,883,40.07,0.006794138811528683,-0.41283624546291925,0.027541097005208334,0.5161749720573425,-0.0016524786651643808,0.2,0.0003,0.011057647998920098,690,0.0030609115
,71,0.802722156047821,,,3489792,3893,896,42.98,0.002513245679438114,-0.40499323708936574,0.030450439453125,0.5080350637435913,-0.0016255496181050452,0.2,0.0003,0.011178932279532698,700,0.002793337
,72,0.7518055438995361,,,3538944,3893,908,40.42,0.0018742603715509176,-0.40834245627435545,0.029510498046875,0.517528772354126,-0.0018748368294836837,0.2,0.0003,0.010834145701179902,710,0.0027275525
,73,0.7747778296470642,,,3588096,3893,921,40.08,0.001183144748210907,-0.4030377906591942,0.03142903645833333,0.5051952004432678,-0.001602523237549273,0.2,0.0003,0.01092470376994849,720,0.003014852
,74,0.737944483757019,,,3637248,3893,934,38.32,0.007275274023413658,-0.39118285089110333,0.026521809895833335,0.5077522397041321,-0.0014320684702397557,0.2,0.0003,0.010485380135893745,730,0.0028173223
,75,0.8034443855285645,,,3686400,3894,946,42.96,0.0018924316391348839,-0.37805214783487223,0.033742268880208336,0.5016204118728638,-0.002136768025108419,0.2,0.0003,0.01082982625666773,740,0.0031380185
,76,0.78252774477005,,,3735552,3894,959,39.91,0.005168350879102945,-0.37009960049763324,0.028603108723958333,0.5173540115356445,-0.0018470547152901417,0.2,0.0003,0.010349069585451313,750,0.0028899366
,77,0.77186119556427,,,3784704,3894,971,40.37,-0.0001588338054716587,-0.358849463177224,0.028896077473958334,0.49982750415802,-0.001903703918469546,0.2,0.0003,0.010541464713120756,760,0.003275019
,78,0.7388888597488403,,,3833856,3894,984,37.97,-0.002919149585068226,-0.3599131823051721,0.028802490234375,0.5014461874961853,-0.0016174941509234486,0.2,0.0003,0.01115194384183269,770,0.0027000841
,79,0.8148612380027771,,,3883008,3894,996,42.01,0.009267129004001617,-0.3451391706553598,0.025821940104166666,0.505020260810852,-0.0016693287848587109,0.2,0.0003,0.01047723641677294,780,0.002734314
,80,0.7714167237281799,,,3932160,3894,1009,40.84,0.010663549415767193,-0.35208601304329934,0.028082275390625,0.5156464576721191,-0.0017085501972057197,0.2,0.0003,0.009896013812249294,790,0.0038169597
,81,0.7556111812591553,,,3981312,3895,1022,42.51,0.004082400817424059,-0.3486208364212265,0.027630615234375,0.5134792327880859,-0.0018067206728877257,0.2,0.0003,0.01017627925320994,800,0.002767586
,82,0.7734999060630798,,,4030464,3885,1037,40.46,0.011782430112361908,-0.349572017788887,0.024131266276041667,0.5160830020904541,-0.0012158965381483236,0.2,0.0003,0.009818743070597217,810,0.0023833278
,83,0.7692221999168396,,,4079616,3885,1049,37.63,0.005055156536400318,-0.35191456372849644,0.027693684895833334,0.5004481077194214,-0.0017149935589865588,0.2,0.0003,0.011226669809305652,820,0.0026427202
,84,0.7054445147514343,,,4128768,3885,1062,36.46,0.0034214146435260773,-0.35259087043814363,0.0309326171875,0.510392427444458,-0.0024641738858311633,0.2,0.0003,0.010845202439910887,830,0.0047781174
,85,0.780666708946228,,,4177920,3886,1075,41.3,0.0061623696237802505,-0.3559720101300627,0.024249267578125,0.49630284309387207,-0.0015346148018579697,0.2,0.0003,0.011303565170722625,840,0.0025382612
,86,0.765333354473114,,,4227072,3886,1087,39.37,0.005782067775726318,-0.36028167507611214,0.02791748046875,0.5005174279212952,-0.0017146129909330436,0.2,0.0003,0.010759421411300233,850,0.0026992725
,87,0.745388925075531,,,4276224,3886,1100,39.34,0.005406076088547707,-0.3575900407663236,0.028006998697916667,0.5191442966461182,-0.0016224604894280977,0.2,0.0003,0.010275174362323013,860,0.0029133137
,88,0.7811666131019592,,,4325376,3887,1112,44.12,0.0016370718367397785,-0.36479934736465414,0.027500406901041666,0.5180809497833252,-0.0020087484312171,0.2,0.0003,0.010612097467189111,870,0.0028907305
,89,0.7194445133209229,,,4374528,3887,1125,37.93,0.0006688646972179413,-0.3608521423457811,0.026375325520833333,0.49054890871047974,-0.0017626434276583798,0.2,0.0003,0.011804258881844968,880,0.0028626279
,90,0.7508056163787842,,,4423680,3887,1137,40.68,0.0016321167349815369,-0.3658517801358054,0.028533935546875,0.5116539001464844,-0.0016623548736485342,0.2,0.0003,0.01094509259831587,890,0.0029950782
,91,0.7471111416816711,,,4472832,3888,1150,39.4,0.0007906462997198105,-0.35655154433722297,0.027821858723958332,0.5252621173858643,-0.0016771234613164173,0.2,0.0003,0.011441614609308697,900,0.002773409
,92,0.7230833172798157,,,4521984,3888,1162,37.1,0.00900330487638712,-0.3597726904321462,0.030320231119791666,0.5135311484336853,-0.0019715718914994794,0.2,0.0003,0.011289318734634434,910,0.0037818558
,93,0.8149999380111694,,,4571136,3889,1175,45.97,0.0027017039246857166,-0.3595682443740467,0.026932779947916666,0.515433669090271,-0.0018876324668478143,0.2,0.0003,0.010609316601524673,920,0.0030060925
,94,0.7319998741149902,,,4620288,3889,1187,41.52,0.008681263774633408,-0.350072762168323,0.024607340494791668,0.5099249482154846,-0.00164942992584353,0.2,0.0003,0.010786623102952338,930,0.0030273413
,95,0.7814722657203674,,,4669440,3889,1200,40.88,0.0021835584193468094,-0.3452199515265723,0.028680419921875,0.5090010762214661,-0.0020056679896394295,0.2,0.0003,0.011044366581093831,940,0.0031126759
,96,0.7552500367164612,,,4718592,3890,1212,42.7,-0.002915994729846716,-0.34204455600120126,0.025587972005208334,0.525488018989563,-0.0015253407162769386,0.2,0.0003,0.011187899852908837,950,0.00411619
,97,0.7629721164703369,,,4767744,3890,1225,40.24,0.00486926082521677,-0.34949054876342417,0.027573649088541666,0.524000346660614,-0.0017674990430047424,0.2,0.0003,0.011033464505211062,960,0.0028165486
,98,0.7626389265060425,,,4816896,3891,1237,39.92,-0.00272548059001565,-0.3473312108622243,0.026411946614583334,0.5260167121887207,-0.0017435868687243783,0.2,0.0003,0.010960763136972673,970,0.002558873
,99,0.8156111240386963,,,4866048,3890,1250,38.99,-0.0037803673185408115,-0.3341547730534027,0.03099365234375,0.5112775564193726,-0.001745938889143872,0.2,0.0003,0.01067737786846313,980,0.0037414536
,100,0.7913889288902283,,,4915200,3889,1263,43.78,0.011183040216565132,-0.33583945883437993,0.02630615234375,0.49592894315719604,-0.0018143915844727114,0.2,0.0003,0.01087797103076203,990,0.0027329114
,101,0.7354444861412048,,,4964352,3888,1276,39.33,0.005245345178991556,-0.3332166923210025,0.024757893880208333,0.5104103088378906,-0.0017801493461471788,0.2,0.0003,0.011305368201040741,1000,0.003580806
,102,0.784777820110321,,,5013504,3880,1292,38.86,0.005400511901825666,-0.3381736184159915,0.029134114583333332,0.513353705406189,-0.002045993699812243,0.2,0.0003,0.010949469998255761,1010,0.0028699513
